date,platform,sum
2014-06-26,android-app,1340769.00000
2015-05-14,ios-app,3144802.00000
2015-07-22,ios-app,2976811.00000
2015-04-11,ios-app,3160146.00000
2015-08-13,ios-app,3018855.00000
2014-10-01,ios-app,2508313.00000
2014-10-23,ios-app,2453959.00000
2015-02-20,android-app,2480560.00000
2015-07-23,ios-app,2983099.00000
2015-03-31,android-app,2383347.00000
2015-07-20,android-app,2121499.00000
2014-12-18,ios-app,3907967.00000
2015-06-29,ios-app,2959373.00000
2015-09-06,android-app,2146539.00000
2014-07-12,ios-app,2447133.00000
2015-03-02,android-app,2432740.00000
2014-12-11,ios-app,3666156.00000
2014-09-24,android-app,1555848.00000
2015-07-18,android-app,2131634.00000
2015-03-04,android-app,2417879.00000
2015-02-09,android-app,2544051.00000
2014-10-04,ios-app,2496345.00000
2015-06-02,android-app,2229913.00000
2015-05-03,android-app,2292677.00000
2015-05-20,ios-app,3141025.00000
2014-07-29,ios-app,2440989.00000
2015-09-23,android-app,2125604.00000
2015-09-06,ios-app,3178341.00000
2015-07-11,ios-app,2948330.00000
2015-03-18,android-app,2396034.00000
2015-05-11,android-app,2288298.00000
2015-05-06,android-app,2289100.00000
2014-12-13,android-app,2857453.00000
2014-11-02,android-app,1824558.00000
2014-11-25,ios-app,2871317.00000
2015-06-24,ios-app,2982007.00000
2014-12-21,android-app,3104758.00000
2015-03-10,ios-app,2954015.00000
2015-04-24,android-app,2338286.00000
2014-12-14,ios-app,3756480.00000
2015-06-22,android-app,2209581.00000
2014-10-02,ios-app,2512085.00000
2014-09-07,ios-app,2488984.00000
2015-01-13,android-app,3079785.00000
2015-07-24,android-app,2107339.00000
2014-07-28,android-app,1438211.00000
2015-07-06,ios-app,2935740.00000
2015-06-10,ios-app,3044852.00000
2014-07-04,ios-app,2425298.00000
2014-10-11,ios-app,2491974.00000
2014-08-14,android-app,1450612.00000
2014-09-22,android-app,1546169.00000
2014-06-11,android-app,1325036.00000
2015-04-20,ios-app,3179083.00000
2014-09-13,ios-app,2459348.00000
2014-07-25,ios-app,2446160.00000
2015-01-05,android-app,3132809.00000
2015-02-10,android-app,2541625.00000
2014-08-09,android-app,1466806.00000
2015-09-27,ios-app,3251278.00000
2014-06-21,ios-app,2360378.00000
2014-12-07,ios-app,3584159.00000
2014-09-06,ios-app,2477608.00000
2015-02-12,ios-app,2989620.00000
2015-08-06,android-app,2044398.00000
2014-06-04,android-app,1326261.00000
2015-03-30,android-app,2381180.00000
2014-10-30,android-app,1809622.00000
2014-08-16,ios-app,2460569.00000
2015-10-02,ios-app,3295325.00000
2014-12-02,ios-app,3427943.00000
2014-06-17,android-app,1340362.00000
2015-08-26,android-app,2089642.00000
2014-08-26,android-app,1462472.00000
2014-08-28,android-app,1464876.00000
2014-06-30,android-app,1352810.00000
2015-01-06,ios-app,3969262.00000
2014-06-18,android-app,1344591.00000
2015-02-03,android-app,2622610.00000
2015-06-05,android-app,2243629.00000
2015-03-24,android-app,2397809.00000
2014-09-03,ios-app,2479535.00000
2014-09-09,android-app,1488472.00000
2015-03-11,android-app,2413167.00000
2015-01-22,android-app,2802420.00000
2015-05-15,ios-app,3145398.00000
2015-02-26,android-app,2425410.00000
2014-11-04,ios-app,2429860.00000
2014-07-18,ios-app,2425213.00000
2015-05-05,ios-app,3042317.00000
2015-09-16,ios-app,3121300.00000
2014-11-29,ios-app,3229553.00000
2015-09-04,android-app,2147957.00000
2015-08-02,ios-app,2971504.00000
2014-08-21,android-app,1460856.00000
2014-10-18,android-app,1751122.00000
2015-01-19,ios-app,3602598.00000
2015-01-15,ios-app,3743469.00000
2014-12-02,android-app,2595844.00000
2014-09-29,android-app,1617201.00000
2015-06-25,android-app,2188419.00000
2014-08-07,android-app,1466850.00000
2014-12-25,android-app,3222402.00000
2014-08-29,android-app,1465821.00000
2014-09-02,ios-app,2485038.00000
2014-06-18,ios-app,2339957.00000
2015-02-11,ios-app,2994014.00000
2014-07-24,ios-app,2445805.00000
2014-10-21,android-app,1768666.00000
2015-01-04,android-app,3139953.00000
2015-09-26,ios-app,3250649.00000
2015-04-15,ios-app,3165317.00000
2015-03-23,ios-app,3022037.00000
2014-07-27,ios-app,2444851.00000
2014-10-27,android-app,1797132.00000
2015-08-08,ios-app,2982000.00000
2014-11-15,android-app,1995702.00000
2014-12-26,android-app,3198023.00000
2015-03-08,android-app,2420530.00000
2014-09-05,ios-app,2455999.00000
2015-04-14,android-app,2351674.00000
2015-07-11,android-app,2142814.00000
2015-04-26,ios-app,3092400.00000
2014-07-16,ios-app,2454230.00000
2014-11-30,ios-app,3314072.00000
2014-06-05,android-app,1327158.00000
2015-01-21,ios-app,3482389.00000
2015-01-12,android-app,3088538.00000
2015-02-09,ios-app,3004296.00000
2015-05-27,android-app,2256200.00000
2014-08-05,ios-app,2446201.00000
2014-11-17,android-app,2083546.00000
2015-09-10,android-app,2153816.00000
2014-06-29,android-app,1348585.00000
2015-03-01,android-app,2431063.00000
2015-01-25,ios-app,3368911.00000
2014-12-20,ios-app,3965083.00000
2015-04-23,ios-app,3148620.00000
2014-08-04,ios-app,2444525.00000
2014-11-13,android-app,1903602.00000
2014-11-01,ios-app,2418413.00000
2014-11-28,android-app,2353909.00000
2015-07-03,android-app,2158280.00000
2014-11-30,android-app,2497011.00000
2015-02-07,ios-app,3023565.00000
2015-04-27,ios-app,3075249.00000
2015-03-05,ios-app,2939986.00000
2015-02-28,android-app,2440667.00000
2015-06-27,ios-app,2972806.00000
2015-01-30,ios-app,3172589.00000
2015-02-18,ios-app,2927235.00000
2015-03-14,android-app,2397304.00000
2015-01-17,android-app,3004510.00000
2015-10-07,ios-app,3282521.00000
2014-07-31,ios-app,2431052.00000
2014-07-04,android-app,1378750.00000
2015-06-10,android-app,2227703.00000
2015-01-11,ios-app,3869498.00000
2015-10-05,ios-app,3313861.00000
2015-07-07,ios-app,2932564.00000
2014-07-21,ios-app,2443997.00000
2014-06-15,android-app,1327926.00000
2015-05-30,ios-app,3168650.00000
2015-01-16,android-app,3025326.00000
2015-02-13,ios-app,2986208.00000
2015-03-12,ios-app,2958685.00000
2015-08-13,android-app,2037241.00000
2014-07-17,android-app,1421379.00000
2015-04-23,android-app,2340591.00000
2015-04-27,android-app,2314616.00000
2014-10-09,ios-app,2490061.00000
2015-07-28,ios-app,2998742.00000
2014-09-15,ios-app,2448905.00000
2015-02-03,ios-app,3079743.00000
2014-11-18,ios-app,2687111.00000
2015-08-26,ios-app,3105616.00000
2015-09-15,android-app,2170233.00000
2014-12-17,android-app,2960527.00000
2015-05-16,ios-app,3139083.00000
2015-06-02,ios-app,3152544.00000
2014-07-27,android-app,1432040.00000
2015-08-22,android-app,2090033.00000
2015-04-30,android-app,2298388.00000
2014-06-16,android-app,1327635.00000
2015-10-05,android-app,2124510.00000
2014-12-25,ios-app,4101914.00000
2015-05-07,ios-app,3080664.00000
2014-11-10,ios-app,2513723.00000
2015-08-19,ios-app,3071740.00000
2015-05-08,android-app,2281601.00000
2014-07-08,android-app,1386584.00000
2015-05-09,ios-app,3114325.00000
2015-06-05,ios-app,3110403.00000
2015-07-10,android-app,2144364.00000
2014-06-14,ios-app,2340036.00000
2015-01-21,android-app,2832738.00000
2014-08-22,android-app,1465755.00000
2015-06-30,ios-app,2957299.00000
2014-11-06,android-app,1855277.00000
2014-06-25,android-app,1338188.00000
2014-08-25,android-app,1461080.00000
2015-03-18,ios-app,2994246.00000
2014-12-10,android-app,2810787.00000
2015-04-29,ios-app,3046401.00000
2014-08-23,android-app,1471195.00000
2015-09-08,ios-app,3188694.00000
2015-01-09,ios-app,3943803.00000
2015-09-26,android-app,2138281.00000
2015-04-09,android-app,2365547.00000
2015-09-11,android-app,2150088.00000
2014-10-29,ios-app,2390130.00000
2015-04-04,ios-app,3174837.00000
2015-02-19,ios-app,2921323.00000
2015-04-17,ios-app,3170164.00000
2015-03-30,ios-app,3135654.00000
2015-08-23,android-app,2095794.00000
2014-08-30,ios-app,2458084.00000
2014-10-16,ios-app,2497300.00000
2015-04-07,android-app,2365316.00000
2015-02-18,android-app,2491570.00000
2015-07-29,android-app,2088013.00000
2014-08-17,ios-app,2472772.00000
2014-11-11,ios-app,2521543.00000
2014-12-27,ios-app,3973980.00000
2015-04-03,ios-app,3163645.00000
2015-04-29,android-app,2301216.00000
2014-08-27,android-app,1463638.00000
2014-06-12,ios-app,2317271.00000
2015-05-05,android-app,2294496.00000
2014-09-17,android-app,1499796.00000
2015-08-16,android-app,2056998.00000
2015-09-16,android-app,2153279.00000
2015-07-19,android-app,2120039.00000
2014-08-02,android-app,1454495.00000
2015-10-06,ios-app,3279325.00000
2014-07-30,ios-app,2428789.00000
2015-01-19,android-app,2961507.00000
